@relation californiaHousing

@attribute MedianHouseValue numeric
@attribute Longitude numeric
@attribute Latitude numeric
@attribute HousingMedianAge numeric
@attribute TotalRooms numeric
@attribute TotalBedrooms numeric
@attribute Population numeric
@attribute Households numeric
@attribute MedianIncome numeric

@data
184100.0,-118.29,33.88,27.0,2082.0,612.0,2009.0,548.0,2.9063
179500.0,-121.82,37.28,31.0,1340.0,235.0,1336.0,270.0,4.2361
211500.0,-122.24,37.8,52.0,888.0,168.0,360.0,175.0,2.1944
45000.0,-114.57,33.52,27.0,173.0,35.0,117.0,34.0,2.0833
98000.0,-120.44,38.61,9.0,2598.0,548.0,796.0,297.0,3.5192
127400.0,-123.21,39.13,27.0,1531.0,266.0,822.0,234.0,4.0469
63800.0,-121.29,37.94,40.0,2827.0,655.0,2037.0,574.0,2.0303
117600.0,-121.43,37.75,42.0,1207.0,278.0,699.0,279.0,3.3611
90700.0,-117.28,34.16,35.0,2028.0,456.0,972.0,398.0,2.3778
135200.0,-118.29,34.03,38.0,1501.0,437.0,1777.0,441.0,2.0848
88100.0,-120.02,37.72,17.0,2806.0,600.0,990.0,410.0,2.3818
359000.0,-117.25,33.3,14.0,2513.0,351.0,1151.0,357.0,6.3054
143800.0,-118.19,34.11,26.0,1638.0,457.0,1155.0,437.0,3.4227
318900.0,-122.54,37.72,17.0,2975.0,968.0,1453.0,828.0,3.527
236100.0,-118.5,34.21,36.0,1254.0,229.0,629.0,245.0,4.9643
115200.0,-121.83,37.29,20.0,1649.0,408.0,1729.0,362.0,3.3833
374400.0,-122.27,37.9,52.0,2079.0,273.0,684.0,275.0,7.9556
194000.0,-117.8,33.7,5.0,1549.0,378.0,735.0,355.0,5.2923
176100.0,-117.99,33.86,20.0,2303.0,612.0,1607.0,564.0,2.9
214500.0,-116.76,32.74,14.0,4085.0,751.0,2129.0,688.0,4.7367
114500.0,-121.02,37.68,25.0,3262.0,588.0,1834.0,578.0,3.996
207700.0,-117.49,34.05,20.0,1483.0,249.0,660.0,194.0,3.9464
294000.0,-121.47,37.58,14.0,1594.0,292.0,887.0,287.0,4.6625
301200.0,-118.25,34.22,30.0,2062.0,396.0,1089.0,375.0,5.5362
500001.0,-122.24,37.49,19.0,322.0,112.0,191.0,102.0,2.5833
391900.0,-117.76,33.53,18.0,3224.0,561.0,1310.0,580.0,8.4614
207400.0,-122.33,37.89,42.0,1342.0,291.0,551.0,266.0,4.5268
198500.0,-122.21,38.02,15.0,2150.0,327.0,1094.0,324.0,6.0224
138500.0,-118.0,34.07,34.0,1696.0,456.0,1609.0,426.0,2.25
165100.0,-117.05,32.68,15.0,1828.0,359.0,955.0,248.0,3.2174
107700.0,-121.3,38.03,10.0,1409.0,248.0,782.0,222.0,4.0227
162800.0,-122.32,38.0,32.0,2275.0,397.0,1233.0,418.0,4.0437
62000.0,-119.35,36.52,39.0,3027.0,608.0,2199.0,592.0,2.6445
307100.0,-116.9,32.77,8.0,3600.0,492.0,1421.0,482.0,6.2609
44700.0,-116.96,34.83,30.0,1211.0,289.0,611.0,230.0,1.6667
221500.0,-120.64,35.26,21.0,3298.0,716.0,1862.0,687.0,2.1507
80700.0,-120.79,37.43,17.0,2534.0,517.0,1764.0,502.0,2.8519
195400.0,-118.52,34.22,35.0,1275.0,222.0,959.0,226.0,5.0282
122500.0,-122.23,37.79,48.0,1696.0,396.0,1481.0,343.0,2.0375
194800.0,-121.06,39.04,14.0,1651.0,279.0,633.0,261.0,4.2802
145200.0,-119.22,34.26,16.0,2596.0,625.0,1403.0,562.0,3.4018
278400.0,-118.01,34.12,32.0,1937.0,332.0,922.0,340.0,3.94
75700.0,-121.44,38.54,47.0,2518.0,501.0,1308.0,471.0,2.5389
293200.0,-121.86,37.66,22.0,3634.0,664.0,1699.0,640.0,4.1597
262000.0,-117.97,33.74,18.0,2814.0,539.0,1439.0,493.0,3.599
112100.0,-122.34,37.93,45.0,2225.0,486.0,1304.0,459.0,2.64
326100.0,-117.79,33.68,16.0,1998.0,308.0,818.0,299.0,6.8722
190700.0,-117.87,33.88,28.0,3333.0,752.0,2026.0,722.0,3.5667
241700.0,-122.85,38.77,18.0,2856.0,513.0,1027.0,405.0,4.6953
262500.0,-122.25,37.82,52.0,1424.0,289.0,550.0,253.0,5.0917
143000.0,-118.94,35.41,10.0,3216.0,526.0,1539.0,483.0,6.3639
169400.0,-118.35,34.04,41.0,1617.0,423.0,1110.0,375.0,2.4635
139300.0,-121.89,37.69,4.0,6159.0,1510.0,2649.0,1241.0,3.62
142800.0,-118.19,34.02,45.0,1535.0,432.0,1820.0,419.0,1.7801
221100.0,-118.51,34.19,38.0,2182.0,409.0,1141.0,379.0,4.2865
161900.0,-123.17,39.15,30.0,1904.0,331.0,816.0,325.0,4.425
231600.0,-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429
263700.0,-118.26,34.23,38.0,1107.0,194.0,518.0,195.0,7.5582
155300.0,-118.21,33.96,39.0,2265.0,628.0,2323.0,599.0,2.1522
187500.0,-121.88,37.33,36.0,1904.0,689.0,3561.0,632.0,2.0972
158300.0,-117.05,32.77,33.0,3535.0,683.0,1568.0,672.0,2.8097
52000.0,-121.27,37.94,38.0,512.0,133.0,676.0,124.0,1.7386
155300.0,-117.01,32.79,31.0,3776.0,815.0,1886.0,799.0,3.4421
93600.0,-117.07,32.57,14.0,1527.0,357.0,1224.0,363.0,2.7361
125000.0,-121.02,39.23,16.0,1427.0,319.0,642.0,333.0,1.4241
87500.0,-115.58,32.81,10.0,1088.0,203.0,533.0,201.0,3.6597
362500.0,-118.38,34.06,28.0,2522.0,616.0,991.0,574.0,3.1475
131700.0,-118.31,33.94,41.0,1353.0,286.0,751.0,250.0,2.7401
94300.0,-119.12,35.39,13.0,1264.0,202.0,552.0,187.0,4.5903
409900.0,-118.62,34.15,26.0,5661.0,791.0,2493.0,780.0,7.9814
235000.0,-118.11,33.8,36.0,1837.0,319.0,810.0,305.0,4.3897
199300.0,-116.29,33.74,6.0,12991.0,2555.0,4571.0,1926.0,4.7195
93800.0,-121.9,39.59,20.0,1465.0,278.0,745.0,250.0,3.0625
92800.0,-122.23,38.1,47.0,1303.0,278.0,694.0,269.0,2.5969
301000.0,-121.9,36.59,42.0,2689.0,510.0,1023.0,459.0,4.6182
189800.0,-118.25,34.09,52.0,3142.0,765.0,1728.0,682.0,3.1864
126400.0,-119.05,35.4,18.0,1894.0,319.0,846.0,317.0,3.8611
275100.0,-120.44,34.88,9.0,3124.0,415.0,1169.0,407.0,6.7694
125900.0,-117.06,32.75,34.0,2516.0,611.0,1317.0,594.0,2.2308
184800.0,-122.26,38.02,5.0,3846.0,786.0,2053.0,716.0,5.0473
191700.0,-118.13,34.09,42.0,700.0,212.0,662.0,210.0,3.0078
237000.0,-118.35,33.9,25.0,3309.0,902.0,2299.0,837.0,3.0417
56400.0,-121.22,37.96,30.0,1737.0,381.0,1177.0,347.0,1.9875
67300.0,-119.77,36.78,36.0,3616.0,779.0,1994.0,786.0,2.5434
500001.0,-118.43,33.86,34.0,358.0,87.0,162.0,84.0,7.1264
63300.0,-122.13,40.01,21.0,916.0,194.0,451.0,178.0,2.125
193200.0,-122.69,38.44,31.0,1808.0,315.0,691.0,280.0,3.8583
500001.0,-118.14,33.71,36.0,2484.0,525.0,792.0,446.0,5.1815
232000.0,-118.34,34.18,45.0,3566.0,701.0,1601.0,653.0,3.8668
331200.0,-117.78,33.71,16.0,2207.0,291.0,1081.0,308.0,7.3518
468800.0,-122.44,37.79,52.0,2083.0,491.0,1224.0,483.0,4.0882
182800.0,-118.15,33.92,30.0,915.0,234.0,646.0,211.0,2.5208
168800.0,-118.24,34.12,29.0,2904.0,892.0,3320.0,765.0,2.6111
168800.0,-118.32,33.94,37.0,2740.0,504.0,1468.0,479.0,4.5368
127500.0,-121.27,37.82,26.0,1170.0,238.0,830.0,216.0,2.6458
315100.0,-118.16,34.06,25.0,4284.0,741.0,2163.0,701.0,6.1509
198100.0,-122.19,37.79,47.0,1229.0,243.0,582.0,256.0,2.9514
165600.0,-117.82,33.8,15.0,3207.0,647.0,1414.0,595.0,4.0484
422500.0,-122.25,37.53,16.0,4428.0,664.0,1677.0,623.0,7.6864
211000.0,-118.52,34.21,34.0,1663.0,299.0,762.0,282.0,5.1265
218200.0,-118.11,33.82,37.0,1756.0,345.0,836.0,335.0,4.375
260000.0,-122.44,37.72,52.0,1380.0,272.0,847.0,284.0,3.7143
236500.0,-119.17,34.27,18.0,8010.0,1539.0,3982.0,1483.0,4.0905
51900.0,-119.03,36.06,36.0,1925.0,443.0,1405.0,422.0,2.162
124100.0,-116.96,32.8,19.0,4574.0,1152.0,3045.0,1057.0,2.065
376000.0,-117.27,32.84,34.0,1655.0,450.0,870.0,411.0,3.2109
184400.0,-117.67,33.51,19.0,1258.0,246.0,545.0,227.0,2.9762
231800.0,-122.19,37.79,45.0,2718.0,451.0,1106.0,454.0,4.6563
179100.0,-117.14,32.81,34.0,1748.0,294.0,800.0,294.0,4.4886
184400.0,-121.52,38.5,19.0,4900.0,805.0,2519.0,855.0,4.8497
190000.0,-118.4,34.23,37.0,1404.0,266.0,889.0,274.0,4.0049
235600.0,-118.43,34.33,18.0,5891.0,920.0,2882.0,911.0,5.901
56800.0,-121.28,37.94,44.0,1406.0,357.0,1489.0,386.0,1.4688
134100.0,-123.01,38.79,32.0,2697.0,529.0,1417.0,535.0,3.2546
111700.0,-122.22,37.78,44.0,2968.0,710.0,2269.0,610.0,2.3906
42600.0,-118.99,36.06,19.0,2153.0,458.0,1317.0,386.0,1.7564
190600.0,-118.22,33.98,15.0,1011.0,274.0,899.0,219.0,2.7045
210000.0,-118.43,34.18,25.0,3830.0,1105.0,2328.0,1017.0,2.6238
212900.0,-121.23,38.65,19.0,2926.0,476.0,1349.0,480.0,4.6437
349900.0,-117.83,34.14,26.0,8254.0,1153.0,3460.0,1131.0,6.5253
500001.0,-122.43,37.79,50.0,3312.0,1095.0,1475.0,997.0,2.7165
352000.0,-121.89,36.89,18.0,2774.0,492.0,1283.0,353.0,5.368
75000.0,-118.3,34.06,20.0,1782.0,896.0,1749.0,823.0,2.2094
320300.0,-118.11,34.16,52.0,2489.0,437.0,1101.0,438.0,4.2065
179900.0,-117.91,33.73,26.0,2413.0,512.0,2867.0,509.0,4.7639
111500.0,-121.02,37.67,32.0,3951.0,797.0,1916.0,740.0,2.6722
196900.0,-117.94,33.82,27.0,1366.0,326.0,878.0,325.0,3.4
368900.0,-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538
500001.0,-122.01,37.26,14.0,2561.0,404.0,1172.0,378.0,7.6107
74500.0,-119.31,36.2,23.0,1837.0,332.0,1064.0,335.0,3.1453
58400.0,-119.8,36.75,52.0,1788.0,449.0,1156.0,418.0,1.7298
334500.0,-117.21,32.74,52.0,1245.0,174.0,468.0,193.0,6.9322
257200.0,-121.81,37.23,24.0,2413.0,369.0,1237.0,381.0,6.4328
157600.0,-122.71,38.33,13.0,4011.0,936.0,2064.0,914.0,3.6953
213400.0,-117.91,33.65,19.0,1589.0,421.0,1118.0,394.0,4.1029
500001.0,-122.07,37.34,35.0,1172.0,184.0,512.0,175.0,7.3561
100900.0,-118.24,33.89,34.0,1479.0,332.0,1166.0,322.0,2.6165
140700.0,-117.16,33.73,10.0,2381.0,454.0,1323.0,477.0,2.6322
183300.0,-118.1,34.01,23.0,1724.0,576.0,1336.0,542.0,1.3365
112500.0,-116.92,32.81,17.0,1312.0,394.0,836.0,337.0,1.6686
157100.0,-122.1,37.69,44.0,2341.0,500.0,1256.0,485.0,2.9507
259400.0,-117.83,33.88,23.0,2365.0,355.0,1209.0,347.0,6.0132
213800.0,-122.79,38.54,5.0,3986.0,737.0,1887.0,687.0,3.7768
102700.0,-122.08,37.87,24.0,6130.0,1359.0,1750.0,1286.0,2.9167
141300.0,-118.29,34.02,21.0,1641.0,491.0,1526.0,453.0,2.087
376100.0,-118.4,33.93,35.0,2217.0,447.0,1000.0,450.0,4.7319
184800.0,-117.64,33.62,16.0,3970.0,771.0,1202.0,734.0,3.4115
262900.0,-118.34,34.2,41.0,2860.0,682.0,1516.0,621.0,3.0431
166600.0,-120.47,34.66,4.0,3376.0,525.0,1684.0,535.0,4.9237
130700.0,-117.39,34.09,10.0,5736.0,945.0,3528.0,932.0,4.3958
254500.0,-118.31,34.08,30.0,1390.0,457.0,1460.0,423.0,2.2422
282400.0,-117.98,33.95,35.0,4055.0,652.0,1758.0,639.0,6.1898
170100.0,-117.89,33.75,34.0,2753.0,654.0,3117.0,631.0,3.1713
178800.0,-118.59,34.21,26.0,2335.0,669.0,1986.0,645.0,2.9974
325000.0,-117.95,33.99,24.0,1219.0,177.0,610.0,185.0,6.7978
136800.0,-121.37,38.6,35.0,3137.0,544.0,1312.0,549.0,3.788
268300.0,-118.3,33.8,27.0,2790.0,513.0,1498.0,519.0,5.3106
152100.0,-118.19,33.87,42.0,1213.0,269.0,628.0,229.0,3.6987
115000.0,-118.22,34.04,43.0,2343.0,803.0,2468.0,707.0,1.5163
99500.0,-118.95,35.41,21.0,3999.0,727.0,1889.0,688.0,3.875
54000.0,-121.27,37.96,41.0,461.0,101.0,382.0,79.0,1.275
187500.0,-120.21,39.35,7.0,914.0,159.0,85.0,34.0,4.7917
175000.0,-118.31,33.94,40.0,1917.0,438.0,1021.0,383.0,2.2448
260800.0,-118.36,33.88,28.0,1313.0,319.0,827.0,308.0,2.65
220800.0,-122.27,37.77,52.0,1710.0,481.0,849.0,457.0,2.7115
156900.0,-117.98,34.05,35.0,2342.0,426.0,2176.0,416.0,3.7454
98000.0,-118.24,33.9,40.0,1308.0,272.0,901.0,257.0,2.8269
229700.0,-116.94,32.75,4.0,14934.0,2479.0,6945.0,2418.0,5.1221
369200.0,-121.94,37.8,8.0,11336.0,1657.0,4089.0,1555.0,7.8287
150500.0,-119.32,36.33,18.0,2603.0,478.0,1158.0,423.0,4.5938
93800.0,-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045
211800.0,-118.86,34.21,26.0,3354.0,659.0,2020.0,648.0,4.1576
104000.0,-117.66,34.05,36.0,2341.0,520.0,2138.0,523.0,2.3347
114400.0,-119.67,36.81,4.0,1262.0,216.0,622.0,199.0,4.9432
116100.0,-117.79,34.07,34.0,975.0,192.0,870.0,183.0,3.7933
72300.0,-117.71,33.61,26.0,2280.0,550.0,669.0,502.0,2.3438
221700.0,-121.94,36.99,11.0,4571.0,924.0,2004.0,847.0,4.2898
188600.0,-118.12,34.16,30.0,1762.0,416.0,940.0,398.0,2.8631
175000.0,-118.23,34.14,39.0,277.0,89.0,182.0,91.0,2.3958
153000.0,-122.27,38.29,36.0,1446.0,306.0,678.0,295.0,2.8409
286900.0,-117.29,33.04,30.0,2750.0,555.0,1281.0,520.0,4.7333
158300.0,-121.23,37.78,20.0,273.0,49.0,149.0,49.0,4.8229
118800.0,-117.41,33.96,32.0,2837.0,617.0,1393.0,595.0,2.3798
87600.0,-119.8,36.77,52.0,2964.0,512.0,1114.0,486.0,3.8105
65900.0,-116.49,33.82,27.0,3316.0,636.0,2362.0,532.0,2.9569
228900.0,-122.45,37.72,45.0,964.0,173.0,613.0,201.0,2.9119
73500.0,-121.06,37.42,52.0,504.0,96.0,295.0,97.0,3.5
164000.0,-121.84,37.35,22.0,2914.0,768.0,2962.0,762.0,2.2031
281300.0,-118.93,34.2,17.0,2619.0,606.0,1655.0,557.0,3.886
310500.0,-117.66,34.14,8.0,1692.0,253.0,857.0,251.0,6.9418
108100.0,-121.39,38.59,33.0,2091.0,468.0,1053.0,470.0,2.2264
110200.0,-118.25,34.01,30.0,962.0,291.0,1280.0,263.0,1.4464
138800.0,-122.25,37.79,52.0,1339.0,391.0,1086.0,363.0,2.181
489600.0,-122.25,37.86,48.0,2153.0,517.0,1656.0,459.0,3.0417
176600.0,-120.15,39.15,25.0,1669.0,348.0,163.0,78.0,5.75
112900.0,-117.48,33.94,19.0,1891.0,465.0,1693.0,416.0,2.7813
168500.0,-117.87,33.78,21.0,2487.0,573.0,1515.0,494.0,4.3039
347800.0,-118.44,34.04,31.0,2670.0,662.0,1535.0,631.0,3.0714
154500.0,-118.2,34.1,30.0,3643.0,1197.0,4336.0,1163.0,2.07
394400.0,-122.14,37.88,34.0,6986.0,1096.0,2865.0,1124.0,6.2275
327300.0,-118.61,34.23,26.0,3727.0,572.0,1724.0,530.0,6.1419
265000.0,-118.13,33.94,34.0,522.0,138.0,373.0,139.0,3.5481
436100.0,-121.97,37.24,35.0,2553.0,533.0,1117.0,498.0,4.4063
81300.0,-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094
66000.0,-116.51,33.94,12.0,3369.0,780.0,1315.0,584.0,1.7388
106300.0,-117.68,33.49,16.0,3084.0,724.0,2557.0,690.0,2.8357
105200.0,-119.79,36.82,23.0,4358.0,819.0,1852.0,802.0,3.4167
342600.0,-118.37,33.88,21.0,966.0,172.0,417.0,158.0,5.5335
191900.0,-121.98,38.39,3.0,9488.0,1417.0,4095.0,1335.0,5.1781
305400.0,-122.65,38.01,40.0,1428.0,280.0,708.0,255.0,5.0766
89500.0,-121.61,39.77,25.0,1612.0,313.0,837.0,303.0,2.963
78800.0,-119.76,36.78,30.0,6117.0,1330.0,2768.0,1224.0,2.1383
137500.0,-120.97,37.43,27.0,1380.0,270.0,810.0,262.0,2.1875
323100.0,-122.48,37.74,52.0,2285.0,435.0,1211.0,442.0,4.0208
85200.0,-116.47,33.94,18.0,2233.0,471.0,919.0,388.0,3.2578
155200.0,-122.11,37.69,37.0,2444.0,651.0,1562.0,618.0,2.6464
216500.0,-117.31,33.94,7.0,11232.0,1791.0,4218.0,1644.0,5.2713
47800.0,-119.31,35.99,26.0,1460.0,316.0,880.0,286.0,1.3676
175000.0,-121.0,37.71,52.0,102.0,23.0,35.0,33.0,2.25
500001.0,-118.37,34.09,31.0,2697.0,706.0,1059.0,689.0,2.8942
365200.0,-118.42,33.97,44.0,1462.0,240.0,562.0,237.0,4.9375
228900.0,-121.06,38.7,9.0,13255.0,1739.0,5001.0,1627.0,6.314
170500.0,-121.89,37.99,4.0,2171.0,597.0,928.0,461.0,4.1016
394100.0,-121.72,37.16,21.0,1062.0,179.0,631.0,185.0,4.7386
167800.0,-117.99,33.79,35.0,2301.0,467.0,2272.0,454.0,3.9566
76200.0,-117.4,34.0,31.0,1192.0,307.0,1013.0,283.0,2.0742
328600.0,-117.25,32.79,43.0,906.0,240.0,458.0,205.0,1.8365
147700.0,-122.25,38.05,30.0,1255.0,297.0,779.0,307.0,1.6767
111800.0,-121.17,37.88,22.0,1283.0,256.0,3082.0,239.0,3.5365
130300.0,-121.83,39.74,34.0,3263.0,604.0,1290.0,594.0,2.575
123400.0,-117.41,33.96,24.0,4481.0,901.0,2398.0,823.0,3.864
170600.0,-118.35,33.93,33.0,2040.0,576.0,2649.0,561.0,2.3375
90300.0,-118.23,33.91,34.0,789.0,200.0,1041.0,191.0,3.119
85800.0,-116.95,33.75,19.0,2238.0,573.0,1190.0,507.0,2.0714
303600.0,-119.23,34.28,24.0,4260.0,691.0,1581.0,607.0,5.5048
325000.0,-117.16,32.71,5.0,2508.0,827.0,2066.0,761.0,1.3092
314300.0,-118.43,34.0,37.0,1340.0,358.0,1008.0,340.0,3.7614
109000.0,-119.31,36.32,44.0,2032.0,308.0,791.0,336.0,4.0298
194300.0,-122.67,38.47,16.0,3452.0,791.0,1567.0,731.0,2.4722
78800.0,-117.32,34.1,27.0,2053.0,461.0,1737.0,463.0,3.1213
95000.0,-121.3,38.03,11.0,2866.0,654.0,1404.0,525.0,2.505
70200.0,-120.66,40.41,52.0,2081.0,478.0,1051.0,419.0,2.2992
223600.0,-119.22,34.27,11.0,4695.0,955.0,2065.0,982.0,3.2158
207400.0,-118.14,34.2,39.0,2569.0,426.0,1282.0,432.0,5.0953
160200.0,-118.22,33.83,42.0,1370.0,299.0,1018.0,328.0,4.4474
71300.0,-124.03,40.45,34.0,1006.0,213.0,443.0,158.0,2.6094
375000.0,-117.53,34.02,19.0,256.0,34.0,101.0,28.0,5.3269
225200.0,-118.1,33.83,37.0,2059.0,349.0,825.0,334.0,4.0603
171200.0,-122.66,40.52,13.0,3013.0,486.0,1361.0,515.0,4.5357
66300.0,-121.46,38.61,43.0,1111.0,269.0,613.0,290.0,1.2917
93200.0,-117.33,34.13,30.0,2335.0,363.0,1214.0,311.0,2.2449
72900.0,-119.06,36.09,11.0,2572.0,454.0,1402.0,415.0,3.6786
500001.0,-118.4,34.13,32.0,8262.0,1156.0,2712.0,1125.0,10.5575
156800.0,-118.21,34.06,30.0,511.0,153.0,1152.0,149.0,2.3611
70900.0,-117.31,34.12,37.0,1412.0,343.0,1127.0,351.0,1.1667
109800.0,-122.25,38.12,47.0,1339.0,298.0,794.0,286.0,2.5865
146400.0,-121.34,38.04,16.0,3295.0,565.0,2279.0,576.0,3.6083
138100.0,-121.0,37.66,43.0,2369.0,413.0,944.0,422.0,3.2632
500001.0,-118.04,34.11,37.0,1275.0,177.0,598.0,174.0,7.1885
192100.0,-117.88,34.0,21.0,5459.0,1086.0,3394.0,1087.0,3.6308
137500.0,-121.64,36.67,28.0,256.0,66.0,214.0,60.0,3.0197
348700.0,-122.23,37.81,52.0,2814.0,365.0,878.0,352.0,7.508
430600.0,-121.62,37.61,26.0,1786.0,306.0,771.0,279.0,5.7239
103800.0,-121.58,39.76,18.0,1676.0,332.0,733.0,318.0,1.7875
143500.0,-118.05,34.08,25.0,4909.0,1422.0,4983.0,1293.0,2.7254
205000.0,-117.17,32.71,7.0,2493.0,693.0,951.0,641.0,4.2375
169200.0,-118.07,33.9,45.0,1776.0,353.0,1180.0,337.0,4.6406
291700.0,-117.83,33.66,16.0,1574.0,385.0,515.0,363.0,5.3423
165000.0,-118.21,34.04,37.0,845.0,249.0,881.0,252.0,2.2454
410400.0,-117.81,33.63,17.0,4477.0,610.0,1798.0,612.0,8.1093
220600.0,-118.47,34.27,35.0,1150.0,185.0,741.0,178.0,5.741
129500.0,-121.36,38.57,26.0,1793.0,244.0,653.0,235.0,5.6485
500001.0,-118.41,33.89,31.0,702.0,161.0,236.0,144.0,5.0497
125000.0,-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062
91200.0,-121.37,38.42,18.0,2643.0,502.0,1755.0,541.0,3.3281
328100.0,-118.4,33.99,36.0,1280.0,240.0,704.0,217.0,5.9632
163300.0,-121.29,38.1,14.0,1551.0,297.0,785.0,281.0,3.775
103000.0,-117.09,34.07,24.0,6260.0,1271.0,3132.0,1189.0,2.5156
357300.0,-122.26,37.9,52.0,1927.0,279.0,705.0,288.0,7.8864
231900.0,-121.7,36.84,19.0,2511.0,465.0,1551.0,450.0,4.9107
160500.0,-119.3,34.29,26.0,3665.0,932.0,2775.0,870.0,1.9286
90500.0,-121.31,38.01,22.0,2575.0,680.0,1367.0,645.0,1.4274
80800.0,-121.07,40.85,17.0,976.0,202.0,511.0,175.0,3.6641
205400.0,-119.17,34.16,17.0,5276.0,1020.0,4066.0,984.0,4.5828
105500.0,-121.33,38.66,15.0,4371.0,908.0,1842.0,818.0,2.7797
122500.0,-120.87,37.5,7.0,4966.0,985.0,2431.0,904.0,3.1042
323500.0,-122.2,37.81,45.0,2964.0,436.0,1067.0,426.0,6.7851
110600.0,-121.9,38.01,34.0,3779.0,766.0,2356.0,722.0,3.5129
302100.0,-122.45,37.63,28.0,4946.0,848.0,2683.0,824.0,5.748
120900.0,-120.56,38.48,14.0,3545.0,702.0,946.0,411.0,3.4609
138300.0,-120.96,37.66,16.0,4961.0,902.0,2654.0,804.0,4.2823
177100.0,-121.19,38.04,35.0,703.0,117.0,290.0,107.0,3.225
308800.0,-121.88,36.96,18.0,4910.0,817.0,1971.0,773.0,5.8325
221000.0,-121.65,36.66,42.0,4261.0,840.0,2013.0,801.0,3.5288
193500.0,-117.9,33.85,35.0,1756.0,328.0,1026.0,332.0,3.6
195600.0,-117.65,33.57,5.0,1998.0,500.0,1185.0,446.0,4.3542
247700.0,-118.22,34.14,52.0,1388.0,271.0,735.0,239.0,3.7404
325500.0,-117.8,33.69,16.0,2745.0,447.0,1429.0,411.0,6.8219
259400.0,-118.04,33.78,26.0,3642.0,557.0,1623.0,569.0,5.8426
76500.0,-119.13,36.3,33.0,3379.0,612.0,1565.0,618.0,2.7321
56700.0,-119.81,36.72,46.0,1414.0,268.0,902.0,243.0,1.5833
243600.0,-122.65,38.24,24.0,1948.0,310.0,922.0,313.0,4.95
112500.0,-121.31,38.58,10.0,2421.0,580.0,962.0,497.0,2.5035
213700.0,-118.02,33.91,35.0,1337.0,234.0,692.0,235.0,5.1155
157100.0,-116.95,32.73,17.0,1635.0,272.0,960.0,279.0,5.2671
92900.0,-122.04,38.24,30.0,2081.0,456.0,1005.0,438.0,1.9954
79700.0,-119.81,36.78,36.0,1650.0,313.0,660.0,298.0,3.0
229800.0,-121.93,37.31,26.0,2182.0,704.0,1638.0,704.0,2.8981
183900.0,-117.22,32.82,35.0,756.0,135.0,423.0,136.0,3.5234
65200.0,-121.43,38.61,40.0,1134.0,252.0,675.0,249.0,1.3696
59400.0,-121.71,39.41,22.0,1814.0,342.0,941.0,323.0,2.1728
229600.0,-117.89,33.88,33.0,1582.0,256.0,771.0,240.0,5.3836
144300.0,-117.65,34.08,52.0,2264.0,439.0,1031.0,437.0,3.375
62400.0,-119.62,36.58,13.0,1788.0,405.0,1652.0,411.0,2.6858
71900.0,-119.03,35.34,36.0,3474.0,645.0,1679.0,616.0,2.7256
71300.0,-118.37,36.19,10.0,443.0,111.0,48.0,21.0,3.125
326800.0,-119.71,34.4,36.0,1846.0,358.0,748.0,329.0,4.2283
134300.0,-117.71,34.08,29.0,1276.0,283.0,1216.0,316.0,2.5972
90600.0,-118.26,33.97,52.0,1331.0,346.0,1144.0,362.0,1.5326
359900.0,-122.33,37.58,40.0,2362.0,468.0,992.0,425.0,4.7917
118600.0,-120.98,37.68,18.0,4197.0,1006.0,2203.0,874.0,2.166
426000.0,-121.77,36.53,18.0,2321.0,358.0,803.0,341.0,10.1854
165800.0,-118.08,33.98,36.0,1492.0,282.0,1041.0,270.0,4.0677
264100.0,-122.44,37.71,31.0,2370.0,441.0,1524.0,470.0,5.0201
116000.0,-121.42,38.48,13.0,7880.0,1992.0,4749.0,1882.0,1.9657
500001.0,-118.44,33.79,27.0,2141.0,260.0,635.0,240.0,11.6648
164500.0,-121.36,38.63,30.0,2619.0,370.0,940.0,359.0,4.7283
182900.0,-117.52,33.99,14.0,13562.0,2057.0,7600.0,2086.0,5.2759
134700.0,-122.7,38.99,18.0,1177.0,224.0,181.0,105.0,2.3558
331600.0,-122.11,37.65,18.0,4335.0,808.0,2041.0,734.0,3.4861
267000.0,-122.45,37.7,16.0,6457.0,1336.0,4375.0,1231.0,5.1788
222000.0,-118.13,33.91,34.0,916.0,162.0,552.0,164.0,4.9107
380400.0,-118.4,34.15,41.0,2394.0,500.0,837.0,417.0,4.3889
329800.0,-122.12,37.75,28.0,794.0,111.0,329.0,109.0,7.6923
78800.0,-121.37,38.67,36.0,1354.0,258.0,771.0,267.0,2.2723
193500.0,-117.95,33.86,35.0,2375.0,439.0,1343.0,424.0,4.53
409300.0,-122.22,37.46,13.0,2888.0,546.0,1182.0,504.0,6.0255
142200.0,-121.34,38.61,22.0,1778.0,408.0,875.0,375.0,2.6023
191900.0,-122.68,38.43,18.0,2723.0,529.0,1150.0,520.0,3.5885
146400.0,-117.14,32.76,35.0,2539.0,661.0,1308.0,629.0,2.6777
146300.0,-122.05,37.11,39.0,1065.0,248.0,497.0,208.0,4.5972
140100.0,-121.94,38.35,8.0,3157.0,559.0,1758.0,569.0,4.412
