@relation concrete

@attribute ConcreteCompressiveStrength numeric
@attribute Cement numeric
@attribute  BlastFurnaceSlag numeric
@attribute  FlyAsh numeric
@attribute  Water numeric
@attribute  Superplasticizer numeric
@attribute  CoarseAggregate numeric
@attribute  FineAggregate numeric
@attribute  Age numeric

@data
11.96,203.5,135.699997,0.0,185.699997,0.0,1076.199951,759.299988,7.0
30.57,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28.0
43.700001,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28.0
39.419998,266.200012,112.300003,87.5,177.899994,10.4,909.700012,744.5,28.0
7.32,182.0,45.200001,122.0,170.199997,8.2,1059.400024,780.700012,3.0
23.139999,277.100006,0.0,97.400002,160.600006,11.8,973.900024,875.599976,3.0
51.43,213.5,0.0,174.199997,154.600006,11.7,1052.300049,775.5,56.0
74.360001,424.0,22.0,132.0,168.0,8.9,822.0,750.0,56.0
71.989998,485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28.0
29.07,136.0,162.0,126.0,172.0,10.0,923.0,764.0,28.0
4.78,153.0,102.0,0.0,192.0,0.0,888.0,943.099976,3.0
49.25,200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28.0
71.300003,362.600006,189.0,0.0,164.899994,11.6,944.700012,755.799988,28.0
36.349998,152.0,178.0,139.0,168.0,18.0,944.0,695.0,28.0
51.330002,275.100006,0.0,121.400002,159.5,9.9,1053.599976,777.5,28.0
20.73,251.399994,0.0,118.300003,192.899994,5.8,1043.599976,754.299988,14.0
37.91,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90.0
61.07,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56.0
80.199997,323.700012,282.799988,0.0,183.800003,10.3,942.700012,659.900024,56.0
37.919998,491.0,26.0,123.0,201.0,3.9,822.0,699.0,7.0
21.5,182.0,45.200001,122.0,170.199997,8.2,1059.400024,780.700012,14.0
38.700001,316.100006,210.699997,0.0,185.699997,0.0,977.0,689.299988,28.0
24.1,236.0,0.0,0.0,193.0,0.0,968.0,885.0,180.0
9.74,154.800003,0.0,142.800003,193.300003,9.1,877.200012,867.700012,28.0
25.370001,212.600006,0.0,100.400002,159.399994,10.4,1003.799988,903.799988,14.0
40.860001,190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0
18.129999,350.0,0.0,0.0,203.0,0.0,974.0,775.0,7.0
39.66,141.300003,212.0,0.0,203.5,0.0,971.799988,748.5,90.0
44.279999,194.699997,0.0,100.5,170.199997,7.5,998.0,901.799988,100.0
12.25,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28.0
52.5,246.800003,0.0,125.099998,143.300003,12.0,1086.800049,800.900024,28.0
13.09,220.800003,147.199997,0.0,185.699997,0.0,1055.0,744.299988,7.0
33.799999,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3.0
8.06,139.600006,209.399994,0.0,192.0,0.0,1047.0,806.900024,3.0
68.099998,318.799988,212.5,0.0,155.699997,14.3,852.099976,880.400024,91.0
13.62,181.399994,0.0,167.0,169.600006,7.6,1055.599976,777.799988,3.0
44.299999,198.600006,132.399994,0.0,192.0,0.0,978.400024,825.5,360.0
38.599998,475.0,0.0,0.0,228.0,0.0,932.0,594.0,7.0
46.68,387.0,20.0,94.0,157.0,11.6,938.0,845.0,28.0
15.87,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3.0
30.85,249.100006,0.0,98.800003,158.100006,12.8,987.799988,889.0,28.0
34.490002,307.0,0.0,0.0,193.0,0.0,968.0,812.0,180.0
33.759998,162.0,190.0,148.0,179.0,19.0,838.0,741.0,28.0
29.0,375.0,93.800003,0.0,126.599998,23.4,852.099976,992.599976,3.0
29.65,251.399994,0.0,118.300003,188.5,5.8,1028.400024,757.700012,28.0
59.200001,531.299988,0.0,0.0,141.800003,28.200001,852.099976,893.700012,91.0
55.639999,277.100006,0.0,97.400002,160.600006,11.8,973.900024,875.599976,100.0
9.45,190.300003,0.0,125.199997,161.899994,9.9,1088.099976,802.599976,3.0
13.36,229.699997,0.0,118.199997,195.199997,6.1,1028.099976,757.599976,3.0
69.300003,469.0,117.199997,0.0,137.800003,32.200001,852.099976,840.5,56.0
54.099998,401.799988,94.699997,0.0,147.399994,11.4,946.799988,852.099976,7.0
37.400002,212.600006,0.0,100.400002,159.399994,10.4,1003.799988,903.799988,28.0
39.299999,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0
46.200001,374.0,189.199997,0.0,170.100006,10.1,926.099976,756.700012,7.0
51.73,266.0,114.0,0.0,228.0,0.0,932.0,670.0,270.0
27.040001,339.0,0.0,0.0,197.0,0.0,968.0,781.0,14.0
34.77,387.0,20.0,94.0,157.0,11.6,938.0,845.0,3.0
15.42,144.0,0.0,175.0,158.0,18.0,943.0,844.0,28.0
38.209999,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28.0
29.07,136.399994,161.600006,125.800003,171.600006,10.4,922.599976,764.400024,28.0
8.54,158.399994,0.0,194.899994,219.699997,11.0,897.700012,712.900024,28.0
27.629999,254.0,0.0,0.0,198.0,0.0,968.0,863.0,180.0
33.400002,318.799988,212.5,0.0,155.699997,14.3,852.099976,880.400024,7.0
9.56,203.5,305.299988,0.0,203.5,0.0,963.400024,630.0,3.0
14.59,139.600006,209.399994,0.0,192.0,0.0,1047.0,806.900024,7.0
40.709999,222.399994,0.0,96.699997,189.300003,4.5,967.099976,870.299988,100.0
36.560001,165.0,0.0,143.600006,163.800003,0.0,1005.599976,900.900024,56.0
24.129999,284.0,15.0,141.0,179.0,5.5,842.0,801.0,7.0
29.549999,173.800003,93.400002,159.899994,172.300003,9.7,1007.200012,746.599976,14.0
55.02,165.0,128.5,132.100006,175.100006,8.1,1005.799988,746.599976,100.0
49.77,259.899994,100.599998,78.400002,170.600006,10.4,935.700012,762.900024,28.0
31.969999,376.0,0.0,0.0,214.600006,0.0,1003.5,762.400024,28.0
14.54,381.399994,0.0,0.0,185.699997,0.0,1104.599976,784.299988,7.0
31.9,339.200012,0.0,0.0,185.699997,0.0,1069.199951,754.299988,28.0
64.300003,425.0,106.300003,0.0,153.5,16.5,852.099976,887.099976,56.0
14.31,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3.0
39.150002,168.899994,42.200001,124.300003,158.300003,10.8,1080.800049,796.200012,56.0
15.62,333.0,0.0,0.0,192.0,0.0,931.200012,842.599976,3.0
26.059999,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7.0
12.73,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7.0
51.040001,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180.0
42.419998,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7.0
25.18,295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28.0
32.049999,255.5,170.300003,0.0,185.699997,0.0,1026.599976,724.299988,28.0
12.18,194.699997,0.0,100.5,170.199997,7.5,998.0,901.799988,3.0
48.400002,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14.0
19.93,238.100006,0.0,94.099998,186.699997,7.0,949.900024,847.0,3.0
52.419998,322.0,149.0,0.0,186.0,8.0,951.0,709.0,28.0
32.630001,193.5,290.200012,0.0,185.699997,0.0,998.200012,704.299988,28.0
41.939999,287.0,121.0,94.0,188.0,9.0,904.0,696.0,28.0
25.559999,153.100006,145.0,113.0,178.5,8.0,1001.900024,688.700012,28.0
33.27,251.399994,0.0,118.300003,192.899994,5.8,1043.599976,754.299988,28.0
65.910004,366.0,187.0,0.0,191.0,7.0,824.0,757.0,28.0
37.959999,165.0,0.0,143.600006,163.800003,0.0,1005.599976,900.900024,100.0
52.91,266.0,114.0,0.0,228.0,0.0,932.0,670.0,365.0
10.38,233.800003,0.0,94.599998,197.899994,4.6,947.0,852.200012,3.0
12.55,190.300003,0.0,125.199997,166.600006,9.9,1079.0,798.900024,3.0
26.940001,254.0,0.0,0.0,198.0,0.0,968.0,863.0,90.0
48.990002,173.800003,93.400002,159.899994,172.300003,9.7,1007.200012,746.599976,56.0
13.33,212.600006,0.0,100.400002,159.399994,10.4,1003.799988,903.799988,3.0
31.84,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28.0
33.73,213.699997,0.0,174.699997,154.800003,10.2,1053.5,776.400024,14.0
25.48,166.100006,0.0,163.300003,176.5,4.5,1058.599976,780.099976,14.0
28.799999,313.299988,262.200012,0.0,175.5,8.6,1046.900024,611.799988,3.0
19.690001,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0
54.900002,469.0,117.199997,0.0,137.800003,32.200001,852.099976,840.5,7.0
33.959999,194.699997,0.0,100.5,165.600006,7.5,1006.400024,905.900024,56.0
47.709999,250.199997,166.800003,0.0,203.5,0.0,977.599976,694.099976,90.0
59.799999,313.299988,262.200012,0.0,175.5,8.6,1046.900024,611.799988,28.0
41.150002,380.0,95.0,0.0,228.0,0.0,932.0,594.0,270.0
21.18,339.200012,0.0,0.0,185.699997,0.0,1069.199951,754.299988,7.0
23.35,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3.0
33.0,212.0,141.300003,0.0,203.5,0.0,973.400024,750.0,28.0
44.299999,238.100006,0.0,94.099998,186.699997,7.0,949.900024,847.0,100.0
34.68,310.0,0.0,0.0,192.0,0.0,970.0,850.0,90.0
30.08,237.5,237.5,0.0,228.0,0.0,932.0,594.0,28.0
32.240002,273.0,0.0,90.0,199.0,11.0,931.0,762.0,28.0
40.93,313.299988,145.0,0.0,178.5,8.0,867.200012,824.0,28.0
59.09,389.899994,189.0,0.0,145.899994,22.0,944.700012,755.799988,7.0
54.900002,379.5,151.199997,0.0,153.899994,15.9,1134.300049,605.0,56.0
16.26,331.0,0.0,0.0,192.0,0.0,978.0,825.0,7.0
24.5,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28.0
27.92,385.0,0.0,0.0,186.0,0.0,966.0,763.0,14.0
31.879999,298.200012,0.0,107.0,209.699997,11.1,879.599976,744.200012,28.0
66.419998,246.800003,0.0,125.099998,143.300003,12.0,1086.800049,800.900024,100.0
19.540001,203.5,305.299988,0.0,203.5,0.0,963.400024,630.0,7.0
46.68,387.0,20.0,94.0,157.0,13.9,938.0,845.0,28.0
67.110001,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270.0
58.779999,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90.0
18.200001,135.699997,203.5,0.0,185.699997,0.0,1076.199951,759.299988,28.0
37.43,150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28.0
15.75,166.800003,250.199997,0.0,203.5,0.0,975.599976,692.599976,7.0
68.300003,475.0,118.800003,0.0,181.100006,8.9,852.099976,781.5,28.0
69.839996,500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28.0
22.32,229.699997,0.0,118.199997,195.199997,6.1,1028.099976,757.599976,14.0
36.59,133.0,200.0,0.0,192.0,0.0,927.400024,839.200012,90.0
36.939999,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14.0
25.459999,102.0,153.0,0.0,192.0,0.0,887.0,942.0,90.0
40.860001,229.699997,0.0,118.199997,195.199997,6.1,1028.099976,757.599976,100.0
35.169998,339.0,0.0,0.0,197.0,0.0,968.0,781.0,90.0
39.0,331.0,0.0,0.0,192.0,0.0,978.0,825.0,180.0
32.84,160.0,188.0,146.0,203.0,11.0,829.0,710.0,28.0
55.509998,218.199997,54.599998,123.800003,140.800003,11.9,1075.699951,792.700012,28.0
18.030001,165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28.0
33.02,332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0
18.42,236.0,0.0,0.0,194.0,0.0,968.0,885.0,28.0
28.6,379.5,151.199997,0.0,153.899994,15.9,1134.300049,605.0,3.0
33.040001,290.200012,193.5,0.0,185.699997,0.0,998.200012,704.299988,28.0
27.83,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28.0
30.879999,159.0,209.0,161.0,201.0,7.0,848.0,669.0,28.0
51.060001,249.100006,0.0,98.800003,158.100006,12.8,987.799988,889.0,100.0
27.219999,250.0,0.0,95.699997,191.800003,5.3,948.900024,857.200012,28.0
34.400002,374.0,189.199997,0.0,170.100006,10.1,926.099976,756.700012,3.0
25.690001,238.100006,0.0,94.099998,186.699997,7.0,949.900024,847.0,14.0
25.969999,277.0,0.0,0.0,191.0,0.0,968.0,856.0,28.0
7.68,102.0,153.0,0.0,192.0,0.0,887.0,942.0,7.0
39.049999,374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28.0
48.669998,182.0,45.200001,122.0,170.199997,8.2,1059.400024,780.700012,100.0
26.92,147.800003,175.100006,0.0,171.199997,2.2,1000.0,828.5,28.0
45.939999,213.5,0.0,174.199997,154.600006,11.7,1052.300049,775.5,28.0
62.5,375.0,93.800003,0.0,126.599998,23.4,852.099976,992.599976,91.0
9.13,198.600006,132.399994,0.0,192.0,0.0,978.400024,825.5,3.0
14.2,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7.0
29.389999,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90.0
58.52,475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28.0
42.330002,190.0,190.0,0.0,228.0,0.0,932.0,670.0,90.0
33.939999,251.800003,0.0,99.900002,146.100006,12.4,1006.0,899.799988,28.0
13.4,284.0,15.0,141.0,179.0,5.5,842.0,801.0,3.0
9.62,158.800003,238.199997,0.0,185.699997,0.0,1040.599976,734.299988,7.0
30.280001,332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0
3.32,122.599998,183.899994,0.0,203.5,0.0,958.200012,800.099976,3.0
56.060001,173.5,50.099998,173.5,164.800003,6.5,1006.200012,793.5,100.0
20.92,212.100006,0.0,121.599998,180.300003,5.7,1057.599976,779.299988,14.0
9.85,202.0,11.0,141.0,206.0,1.7,942.0,801.0,3.0
7.84,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7.0
21.540001,166.100006,0.0,163.300003,176.5,4.5,1058.599976,780.099976,28.0
47.029999,266.0,114.0,0.0,228.0,0.0,932.0,670.0,90.0
39.0,237.5,237.5,0.0,228.0,0.0,932.0,594.0,365.0
43.700001,380.0,95.0,0.0,228.0,0.0,932.0,594.0,365.0
36.349998,151.800003,178.100006,138.699997,167.5,18.299999,944.0,694.599976,28.0
41.93,475.0,0.0,0.0,228.0,0.0,932.0,594.0,365.0
35.23,295.700012,0.0,95.599998,171.5,8.9,955.099976,859.200012,14.0
71.620003,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180.0
35.360001,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3.0
9.69,157.0,236.0,0.0,192.0,0.0,935.400024,781.200012,3.0
33.400002,425.0,106.300003,0.0,153.5,16.5,852.099976,887.099976,3.0
35.959999,218.199997,54.599998,123.800003,140.800003,11.9,1075.699951,792.700012,14.0
38.330002,250.0,0.0,95.699997,187.399994,5.5,956.900024,861.200012,56.0
21.290001,172.399994,13.6,172.399994,156.800003,4.1,1006.299988,856.400024,3.0
9.74,155.0,0.0,143.0,193.0,9.0,877.0,868.0,28.0
24.24,168.0,42.099998,163.800003,121.800003,5.7,1058.699951,780.099976,28.0
43.799999,287.299988,120.5,93.900002,187.600006,9.2,904.400024,695.900024,28.0
31.639999,212.5,0.0,100.400002,159.300003,8.7,1007.799988,903.599976,28.0
24.4,480.0,0.0,0.0,192.0,0.0,936.200012,712.200012,3.0
43.580002,277.0,116.800003,91.0,190.600006,7.0,946.5,665.599976,28.0
14.99,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3.0
42.639999,298.0,0.0,107.0,186.0,6.0,879.0,815.0,28.0
68.75,359.0,19.0,141.0,154.0,10.9,942.0,801.0,56.0
50.950001,304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0
35.299999,362.600006,189.0,0.0,164.899994,11.6,944.700012,755.799988,3.0
28.1,388.600006,97.099998,0.0,157.899994,12.1,852.099976,925.700012,3.0
44.419998,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28.0
23.84,300.0,0.0,120.0,212.0,10.0,878.0,728.0,28.0
22.5,290.399994,0.0,96.199997,168.100006,9.4,961.200012,865.0,3.0
34.200001,212.100006,0.0,121.599998,180.300003,5.7,1057.599976,779.299988,56.0
32.009998,424.0,22.0,132.0,178.0,8.5,882.0,750.0,3.0
21.91,135.0,105.0,193.0,196.0,6.0,965.0,643.0,28.0
32.720001,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28.0
25.1,312.700012,0.0,0.0,178.100006,8.0,999.700012,822.200012,28.0
31.35,385.0,0.0,0.0,186.0,0.0,966.0,763.0,28.0
19.42,190.300003,0.0,125.199997,166.600006,9.9,1079.0,798.900024,14.0
29.59,322.0,0.0,0.0,203.0,0.0,974.0,800.0,180.0
49.990002,178.0,129.800003,118.599998,179.899994,3.6,1007.299988,746.799988,100.0
53.52,297.799988,137.199997,106.900002,201.300003,6.0,878.400024,655.299988,28.0
26.15,143.800003,136.300003,106.199997,178.100006,7.5,941.5,774.299988,28.0
43.009998,427.5,47.5,0.0,228.0,0.0,932.0,594.0,270.0
25.75,220.800003,147.199997,0.0,185.699997,0.0,1055.0,744.299988,28.0
13.46,150.699997,0.0,185.300003,166.699997,15.6,1074.5,678.0,28.0
65.199997,425.0,106.300003,0.0,153.5,16.5,852.099976,887.099976,91.0
39.09,397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28.0
23.219999,385.0,0.0,0.0,186.0,0.0,966.0,763.0,7.0
27.34,350.0,0.0,0.0,203.0,0.0,974.0,775.0,28.0
10.54,145.399994,0.0,178.899994,201.699997,7.8,824.0,868.700012,28.0
59.490002,359.0,19.0,141.0,154.0,10.9,942.0,801.0,28.0
18.0,213.699997,98.099998,24.5,181.699997,6.9,1065.800049,785.400024,3.0
21.16,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7.0
54.77,446.0,24.0,79.0,162.0,10.3,967.0,712.0,56.0
41.68,333.0,0.0,0.0,192.0,0.0,931.200012,842.599976,90.0
9.99,236.0,0.0,0.0,193.0,0.0,968.0,885.0,7.0
76.800003,286.299988,200.899994,0.0,144.699997,11.2,1004.599976,803.700012,91.0
65.199997,425.0,106.300003,0.0,153.5,16.5,852.099976,887.099976,91.0
32.77,159.100006,186.699997,0.0,175.600006,11.3,989.599976,788.900024,28.0
28.99,155.0,184.0,143.0,194.0,9.0,880.0,699.0,28.0
9.01,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7.0
36.439999,140.0,133.0,103.0,200.0,7.0,916.0,753.0,28.0
25.559999,153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28.0
40.27,332.5,142.5,0.0,228.0,0.0,932.0,594.0,270.0
25.51,387.0,20.0,94.0,157.0,13.9,938.0,845.0,3.0
46.900002,531.299988,0.0,0.0,141.800003,28.200001,852.099976,893.700012,7.0
52.610001,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7.0
48.150002,168.899994,42.200001,124.300003,158.300003,10.8,1080.800049,796.200012,100.0
55.900002,362.600006,189.0,0.0,164.899994,11.6,944.700012,755.799988,7.0
52.959999,213.5,0.0,174.199997,159.199997,11.7,1043.599976,771.900024,100.0
53.459999,167.0,75.400002,167.0,164.0,7.9,1007.299988,770.099976,56.0
36.450001,380.0,95.0,0.0,228.0,0.0,932.0,594.0,28.0
67.699997,286.299988,200.899994,0.0,144.699997,11.2,1004.599976,803.700012,28.0
55.5,318.799988,212.5,0.0,155.699997,14.3,852.099976,880.400024,28.0
33.209999,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7.0
27.42,218.199997,54.599998,123.800003,140.800003,11.9,1075.699951,792.700012,3.0
45.84,231.800003,0.0,121.599998,174.0,6.7,1056.400024,778.5,100.0
21.860001,255.0,0.0,0.0,192.0,0.0,889.799988,945.0,90.0
27.23,164.0,163.0,128.0,197.0,8.0,961.0,641.0,28.0
24.34,154.0,174.0,185.0,228.0,7.0,845.0,612.0,28.0
72.099998,424.0,22.0,132.0,168.0,8.9,822.0,750.0,28.0
24.66,250.0,0.0,95.699997,191.800003,5.3,948.900024,857.200012,14.0
23.690001,149.0,139.0,109.0,193.0,6.0,892.0,780.0,28.0
24.440001,316.100006,210.699997,0.0,185.699997,0.0,977.0,689.299988,7.0
41.889999,277.100006,0.0,97.400002,160.600006,11.8,973.900024,875.599976,14.0
53.389999,446.0,24.0,79.0,162.0,10.3,967.0,712.0,28.0
39.290001,475.0,0.0,0.0,228.0,0.0,932.0,594.0,28.0
44.209999,139.600006,209.399994,0.0,192.0,0.0,1047.0,806.900024,180.0
37.169998,273.0,105.0,82.0,210.0,9.0,904.0,680.0,28.0
45.080002,212.0,0.0,124.800003,159.0,7.8,1085.400024,799.5,56.0
33.66,157.0,236.0,0.0,192.0,0.0,935.400024,781.200012,28.0
10.73,170.300003,155.5,0.0,185.699997,0.0,1026.599976,724.299988,7.0
44.52,312.700012,144.699997,0.0,127.300003,8.0,999.700012,822.200012,28.0
17.540001,238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28.0
38.41,237.5,237.5,0.0,228.0,0.0,932.0,594.0,270.0
18.91,296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7.0
12.37,181.899994,272.799988,0.0,185.699997,0.0,1012.400024,714.299988,7.0
19.690001,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0
10.22,255.0,0.0,0.0,192.0,0.0,889.799988,945.0,7.0
75.5,401.799988,94.699997,0.0,147.399994,11.4,946.799988,852.099976,91.0
23.84,299.799988,0.0,119.800003,211.5,9.9,878.200012,727.599976,28.0
46.240002,289.0,134.0,0.0,195.0,6.0,924.0,760.0,28.0
26.92,148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28.0
43.57,166.800003,250.199997,0.0,203.5,0.0,975.599976,692.599976,90.0
19.77,252.5,0.0,0.0,185.699997,0.0,1111.599976,784.299988,28.0
18.129999,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0
30.389999,213.699997,98.099998,24.5,181.699997,6.9,1065.800049,785.400024,14.0
61.889999,540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28.0
28.629999,166.100006,0.0,163.300003,176.5,4.5,1058.599976,780.099976,56.0
20.73,178.0,129.800003,118.599998,179.899994,3.6,1007.299988,746.799988,3.0
21.82,210.699997,316.100006,0.0,185.699997,0.0,977.0,689.299988,7.0
26.32,153.0,102.0,0.0,192.0,0.0,888.0,943.099976,90.0
40.389999,190.300003,0.0,125.199997,161.899994,9.9,1088.099976,802.599976,100.0
63.139999,277.200012,97.800003,24.5,160.699997,11.2,1061.699951,782.5,28.0
26.059999,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3.0
36.150002,307.0,0.0,0.0,193.0,0.0,968.0,812.0,365.0
24.99,194.699997,0.0,100.5,165.600006,7.5,1006.400024,905.900024,14.0
49.900002,337.899994,189.0,0.0,174.899994,9.5,944.700012,755.799988,28.0
10.03,230.0,0.0,118.300003,195.5,4.6,1029.400024,758.599976,3.0
17.57,213.699997,0.0,174.699997,154.800003,10.2,1053.5,776.400024,3.0
54.32,480.0,0.0,0.0,192.0,0.0,936.200012,712.200012,90.0
38.459999,314.0,0.0,113.0,170.0,10.0,925.0,783.0,28.0
49.200001,425.0,106.300003,0.0,153.5,16.5,852.099976,887.099976,7.0
30.120001,305.0,0.0,100.0,196.0,10.0,959.0,705.0,28.0
35.299999,362.600006,189.0,0.0,164.899994,11.6,944.700012,755.799988,3.0
59.299999,213.5,0.0,174.199997,154.600006,11.7,1052.300049,775.5,100.0
41.049999,313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28.0
53.580002,285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28.0
38.799999,288.0,192.0,0.0,192.0,0.0,932.0,717.799988,28.0
24.48,230.0,0.0,118.300003,195.5,4.6,1029.400024,758.599976,28.0
23.52,288.0,192.0,0.0,192.0,0.0,932.0,717.799988,7.0
39.700001,212.0,141.300003,0.0,203.5,0.0,973.400024,750.0,90.0
31.719999,190.300003,0.0,125.199997,166.600006,9.9,1079.0,798.900024,56.0
51.02,520.0,0.0,0.0,175.0,5.2,870.0,805.0,28.0
49.189999,304.0,76.0,0.0,228.0,0.0,932.0,670.0,90.0
38.220001,309.899994,142.800003,111.199997,167.800003,22.1,913.900024,651.200012,28.0
46.25,289.0,133.699997,0.0,194.899994,5.5,924.099976,760.099976,28.0
16.5,153.600006,144.199997,112.300003,220.100006,10.1,923.200012,657.900024,28.0
17.58,238.100006,0.0,0.0,185.699997,0.0,1118.800049,789.299988,28.0
48.720001,295.700012,0.0,95.599998,171.5,8.9,955.099976,859.200012,56.0
33.400002,252.0,97.0,76.0,194.0,8.0,835.0,821.0,28.0
17.6,186.199997,124.099998,0.0,185.699997,0.0,1083.400024,764.299988,28.0
33.009998,173.5,50.099998,173.5,164.800003,6.5,1006.200012,793.5,14.0
17.959999,148.100006,0.0,136.600006,158.100006,16.1,1001.799988,830.099976,28.0
41.639999,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3.0
31.450001,331.0,0.0,0.0,192.0,0.0,978.0,825.0,28.0
49.970001,213.800003,98.099998,24.5,181.699997,6.7,1066.0,785.5,100.0
32.330002,277.0,0.0,0.0,191.0,0.0,968.0,856.0,180.0
22.139999,233.800003,0.0,94.599998,197.899994,4.6,947.0,852.200012,14.0
51.860001,203.5,305.299988,0.0,203.5,0.0,963.400024,630.0,90.0
56.740002,297.200012,0.0,117.5,174.800003,9.5,1022.799988,753.5,100.0
22.629999,203.5,135.699997,0.0,185.699997,0.0,1076.199951,759.299988,28.0
15.09,164.199997,0.0,200.100006,181.199997,12.6,849.299988,846.0,28.0
43.5,182.0,45.200001,122.0,170.199997,8.2,1059.400024,780.700012,56.0
24.889999,222.399994,0.0,96.699997,189.300003,4.5,967.099976,870.299988,28.0
74.989998,522.0,0.0,0.0,146.0,0.0,896.0,896.0,28.0
52.91,380.0,0.0,0.0,228.0,0.0,932.0,670.0,90.0
77.300003,362.600006,189.0,0.0,164.899994,11.6,944.700012,755.799988,56.0
25.719999,194.699997,0.0,100.5,165.600006,7.5,1006.400024,905.900024,28.0
15.58,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7.0
66.949997,277.200012,97.800003,24.5,160.699997,11.2,1061.699951,782.5,100.0
11.47,382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0
52.43,322.5,148.600006,0.0,185.800003,8.5,951.0,709.5,28.0
67.800003,337.899994,189.0,0.0,174.899994,9.5,944.700012,755.799988,91.0
24.0,382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7.0
22.84,233.800003,0.0,94.599998,197.899994,4.6,947.0,852.200012,28.0
13.52,331.0,0.0,0.0,192.0,0.0,978.0,825.0,3.0
42.919998,212.5,0.0,100.400002,159.300003,8.7,1007.799988,903.599976,100.0
33.060001,146.0,230.0,0.0,202.0,3.0,827.0,872.0,28.0
50.459999,342.0,38.0,0.0,228.0,0.0,932.0,670.0,90.0
36.959999,250.199997,166.800003,0.0,203.5,0.0,977.599976,694.099976,28.0
25.73,170.300003,155.5,0.0,185.699997,0.0,1026.599976,724.299988,28.0
33.560001,190.300003,0.0,125.199997,166.600006,9.9,1079.0,798.900024,100.0
33.799999,255.0,99.0,77.0,189.0,6.0,919.0,749.0,28.0
24.290001,122.599998,183.899994,0.0,203.5,0.0,958.200012,800.099976,28.0
33.73,231.800003,0.0,121.599998,174.0,6.7,1056.400024,778.5,28.0
17.370001,213.5,0.0,174.199997,154.600006,11.7,1052.300049,775.5,3.0
34.740002,290.399994,0.0,96.199997,168.100006,9.4,961.200012,865.0,28.0
27.77,181.399994,0.0,167.0,169.600006,7.6,1055.599976,777.799988,28.0
