@relation sulfer_2

@attribute y2 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric

@data
0.132121,0.594508,0.500679,0.569614,0.706573,0.796846
0.173578,0.591594,0.502577,0.555683,0.759086,0.801008
0.263884,0.590608,0.50667,0.532605,0.769915,0.804233
0.315057,0.594643,0.519104,0.507936,0.724501,0.801818
0.295076,0.598677,0.53253,0.501466,0.69266,0.794618
0.248966,0.600358,0.532408,0.508145,0.661488,0.787535
0.223175,0.59935,0.525878,0.510133,0.683441,0.787793
0.223956,0.598341,0.506914,0.510141,0.72771,0.796799
0.224737,0.598133,0.501411,0.502721,0.732212,0.801677
0.225517,0.598839,0.506565,0.501813,0.708399,0.804421
0.226298,0.599545,0.490927,0.505148,0.708954,0.801384
0.227079,0.600251,0.502438,0.500001,0.736883,0.791311
0.227859,0.600957,0.512678,0.500452,0.689168,0.797268
0.22864,0.599189,0.503779,0.499873,0.728175,0.804169
0.229421,0.594594,0.502473,0.498599,0.739434,0.806896
0.230202,0.589999,0.501341,0.498837,0.701233,0.803096
0.230982,0.583547,0.517885,0.49459,0.72488,0.789294
0.231763,0.58074,0.532391,0.483275,0.717822,0.782762
0.232544,0.584522,0.517031,0.471183,0.742235,0.792624
0.233324,0.58301,0.498241,0.464952,0.738323,0.80054
0.234105,0.473064,0.448732,0.445883,0.756738,0.800012
0.25548,0.351709,0.386824,0.421077,0.775267,0.799484
0.303786,0.353468,0.35264,0.399671,0.738323,0.810202
0.334379,0.358007,0.342923,0.377254,0.768463,0.812184
0.341811,0.36592,0.368583,0.365619,0.775879,0.795403
0.308402,0.37502,0.369236,0.364865,0.782308,0.788742
0.221587,0.378209,0.346545,0.374743,0.770311,0.793398
0.160389,0.378125,0.343619,0.387104,0.754799,0.793867
0.132689,0.378041,0.361957,0.394175,0.729547,0.785623
0.116971,0.377957,0.347956,0.397323,0.72221,0.787488
0.11692,0.375872,0.348791,0.406897,0.753138,0.790337
0.11687,0.371501,0.356576,0.42018,0.740296,0.78981
0.11682,0.369745,0.339544,0.424106,0.766071,0.792483
0.11677,0.370978,0.316575,0.418462,0.761444,0.798816
0.11672,0.372211,0.319326,0.412818,0.753234,0.801454
0.11667,0.372908,0.342609,0.407684,0.776128,0.797573
0.11662,0.372992,0.363385,0.409026,0.748472,0.795907
0.11657,0.373193,0.350219,0.412148,0.76073,0.797766
0.11652,0.375118,0.324916,0.416532,0.744548,0.797326
0.11647,0.378859,0.336532,0.422632,0.73161,0.793808
0.11642,0.382599,0.353702,0.425283,0.734241,0.794078
0.11637,0.38634,0.340972,0.428033,0.719183,0.797485
0.11632,0.391944,0.341808,0.420752,0.733958,0.794934
0.11627,0.396774,0.337751,0.421807,0.715373,0.794559
0.11622,0.400484,0.328086,0.433983,0.731724,0.794166
0.11617,0.404468,0.346319,0.43545,0.743936,0.790912
0.11612,0.405897,0.357969,0.435743,0.718287,0.790408
0.115343,0.404619,0.357028,0.447829,0.749277,0.788121
0.113617,0.400248,0.364081,0.464017,0.740977,0.785131
0.11189,0.395878,0.359223,0.465463,0.71747,0.79097
0.110164,0.391507,0.351717,0.470429,0.726009,0.794723
0.108437,0.387136,0.350655,0.482289,0.731157,0.791909
0.106711,0.382765,0.347015,0.482638,0.74443,0.793062
0.121175,0.378394,0.332143,0.471861,0.73516,0.798749
0.156813,0.378651,0.311281,0.460423,0.734105,0.804437
0.176639,0.379884,0.302591,0.453768,0.715452,0.805582
0.175787,0.37901,0.318003,0.443877,0.717788,0.804574
0.174936,0.381364,0.3222,0.447159,0.767692,0.802604
0.174084,0.383717,0.333937,0.44685,0.753064,0.792941
0.173232,0.386071,0.354068,0.44324,0.729535,0.788731
0.17238,0.385365,0.355008,0.444661,0.723174,0.790162
0.171528,0.383653,0.338935,0.443376,0.725294,0.791428
0.170676,0.384788,0.33883,0.448941,0.739922,0.792589
0.169825,0.385922,0.357516,0.455112,0.723089,0.787839
0.168973,0.387057,0.35614,0.456446,0.73406,0.78662
0.168121,0.387957,0.345152,0.457083,0.724433,0.7928
0.167269,0.388587,0.350063,0.456031,0.73389,0.794207
0.166417,0.389217,0.345953,0.456072,0.741816,0.794383
0.165565,0.389848,0.323889,0.459442,0.729308,0.797432
0.164713,0.391675,0.327807,0.461278,0.759074,0.797596
0.163862,0.392986,0.341652,0.457015,0.726134,0.794876
0.16301,0.392145,0.3486,0.457534,0.706142,0.792882
0.162158,0.393266,0.34658,0.46352,0.732132,0.792413
0.161306,0.393255,0.356837,0.4661,0.716507,0.78492
0.160454,0.392213,0.337698,0.4676,0.741793,0.791956
0.159602,0.390397,0.323924,0.472315,0.735489,0.797268
0.15875,0.384009,0.326188,0.472495,0.715248,0.795673
0.157899,0.380366,0.341338,0.465772,0.726292,0.798429
0.157172,0.377116,0.33829,0.460218,0.755831,0.805371
0.156609,0.375147,0.332352,0.45825,0.803887,0.805582
0.156046,0.378229,0.359397,0.457621,0.755207,0.795403
0.155483,0.381311,0.34954,0.460111,0.718548,0.79633
0.15492,0.384498,0.32516,0.459155,0.736486,0.798839
0.154357,0.387804,0.331795,0.457408,0.728897,0.795826
0.153794,0.391111,0.351317,0.456006,0.72935,0.793152
0.153231,0.397032,0.336027,0.454528,0.729804,0.798053
0.149025,0.405942,0.323697,0.467387,0.745524,0.797895
0.140054,0.410694,0.339649,0.47921,0.741306,0.788309
0.131084,0.408811,0.355914,0.487186,0.734445,0.783237
0.122113,0.404776,0.358526,0.496656,0.716325,0.783325
0.113143,0.400741,0.35742,0.502147,0.705054,0.785506
0.104172,0.393726,0.352065,0.501108,0.721859,0.792952
0.10903,0.386676,0.332753,0.496902,0.71281,0.801876
0.131973,0.3856,0.325038,0.501945,0.733617,0.801103
0.154915,0.38467,0.347834,0.493346,0.731826,0.794969
0.177858,0.385454,0.344403,0.48058,0.737734,0.795556
0.190656,0.38917,0.33129,0.474802,0.745728,0.799426
0.19019,0.390599,0.328452,0.474356,0.740761,0.799355
0.189723,0.38885,0.320685,0.476773,0.739276,0.799789
0.189257,0.383471,0.323837,0.474324,0.730261,0.801349
0.18879,0.382328,0.322949,0.476999,0.712436,0.804304
0.188324,0.386026,0.329758,0.473859,0.714386,0.804597
0.187857,0.385959,0.348008,0.470484,0.722584,0.796488
0.187391,0.384295,0.357742,0.469433,0.725771,0.792178
0.186924,0.385723,0.342331,0.469289,0.759619,0.79538
0.186458,0.38272,0.335487,0.47103,0.757509,0.79518
0.185991,0.378553,0.352222,0.476264,0.733833,0.787359
0.185525,0.378848,0.345135,0.474477,0.748188,0.790419
0.185058,0.379142,0.346458,0.471429,0.733198,0.792237
0.184592,0.379436,0.338517,0.477308,0.728912,0.793316
0.184125,0.378259,0.327215,0.47188,0.752174,0.797936
0.183659,0.37901,0.344717,0.465733,0.722324,0.795216
0.183192,0.380643,0.337072,0.471377,0.753631,0.793762
0.182726,0.378569,0.332527,0.467319,0.750694,0.794254
0.182259,0.376496,0.345988,0.458873,0.684065,0.794934
0.181793,0.376175,0.351264,0.463069,0.700904,0.795708
0.181326,0.377856,0.355896,0.468218,0.715792,0.793011
0.18086,0.382283,0.353755,0.468133,0.71408,0.794066
0.180393,0.386082,0.354538,0.468877,0.709964,0.792003
0.179927,0.385578,0.352518,0.462402,0.708853,0.79149
0.17946,0.385073,0.339858,0.453746,0.723276,0.796826
0.178994,0.387237,0.326014,0.454284,0.719897,0.802162
0.178527,0.389754,0.321381,0.45828,0.722873,0.800575
0.178061,0.389194,0.320833,0.46033,0.742859,0.795673
0.177594,0.388634,0.323837,0.461423,0.724546,0.799472
0.177128,0.388073,0.323367,0.461423,0.70985,0.803682
0.176662,0.387513,0.322827,0.457731,0.71264,0.803858
0.176195,0.386952,0.32577,0.455214,0.696776,0.800997
0.175729,0.389556,0.338325,0.454959,0.73821,0.792859
0.175262,0.395777,0.352657,0.443663,0.738471,0.792014
0.174796,0.399447,0.357081,0.432097,0.711959,0.796857
0.174329,0.400204,0.357655,0.430386,0.71654,0.798112
0.173863,0.402961,0.348077,0.436093,0.71586,0.800082
0.173396,0.405376,0.337333,0.442201,0.736339,0.800082
0.17293,0.404787,0.337402,0.437672,0.720838,0.79762
0.172463,0.404199,0.348269,0.440567,0.703931,0.79776
0.171997,0.403611,0.349836,0.448176,0.730511,0.793257
0.17153,0.403022,0.33338,0.44831,0.74532,0.791229
0.171118,0.402434,0.323332,0.443855,0.726315,0.800434
0.170776,0.401257,0.327772,0.440758,0.704804,0.79823
0.170434,0.399408,0.333798,0.448834,0.704623,0.793855
0.170092,0.397559,0.332492,0.456299,0.728923,0.796529
0.16975,0.396682,0.326466,0.457037,0.734207,0.799496
0.169408,0.396918,0.341007,0.453566,0.727517,0.796154
0.169066,0.397153,0.356758,0.451816,0.726633,0.792132
0.168724,0.397388,0.355583,0.450565,0.734661,0.788496
0.168382,0.397624,0.349105,0.444724,0.730862,0.792777
0.16804,0.395866,0.345221,0.442469,0.733958,0.797866
0.167698,0.391832,0.341112,0.449794,0.718468,0.795759
0.167356,0.387797,0.32617,0.451428,0.74092,0.799687
0.167014,0.38235,0.321329,0.445921,0.749912,0.803616
0.166672,0.380193,0.321469,0.431531,0.74202,0.805957
0.16633,0.383639,0.330193,0.420175,0.735182,0.800739
0.165988,0.387085,0.348008,0.417354,0.72263,0.796423
0.165646,0.390531,0.3523,0.423638,0.706551,0.795802
0.165304,0.390996,0.351647,0.429514,0.725805,0.793504
0.164962,0.388055,0.351665,0.42929,0.730272,0.793234
0.16462,0.388918,0.339405,0.425718,0.714953,0.795907
0.164278,0.389579,0.328208,0.424775,0.741895,0.797256
0.163936,0.38504,0.337211,0.426549,0.721859,0.791868
0.163594,0.383403,0.344542,0.418478,0.701539,0.788965
0.163252,0.382103,0.350951,0.413599,0.713462,0.787499
0.16291,0.379867,0.352623,0.40872,0.753008,0.789727
0.162568,0.380456,0.338534,0.405898,0.778702,0.794301
0.162226,0.381044,0.338865,0.405427,0.763168,0.793703
0.159056,0.381633,0.35109,0.415181,0.7471,0.787195
0.152187,0.383986,0.355008,0.428013,0.756772,0.782328
0.145319,0.386004,0.361783,0.431006,0.737768,0.783524
0.13845,0.387449,0.360389,0.431885,0.703954,0.786796
0.131582,0.389669,0.35729,0.430348,0.719534,0.786972
0.124713,0.390005,0.357812,0.436836,0.73609,0.788543
0.117844,0.386301,0.358334,0.44538,0.729025,0.788262
0.110976,0.377979,0.35264,0.447512,0.737461,0.794137
0.117883,0.373698,0.338256,0.451611,0.752157,0.800798
0.142805,0.371131,0.342905,0.449474,0.763875,0.793199
0.167728,0.36866,0.358822,0.437071,0.74233,0.792131
0.181348,0.370089,0.359292,0.429672,0.720785,0.793715
0.180188,0.369957,0.363507,0.430963,0.704929,0.789153
0.179029,0.36804,0.34759,0.429451,0.722879,0.79321
0.17787,0.366124,0.338221,0.426212,0.750286,0.796318
0.17671,0.364207,0.356802,0.422974,0.734978,0.790513
0.175551,0.362291,0.361173,0.419467,0.717595,0.788443
0.174392,0.361975,0.363611,0.419213,0.737518,0.790642
0.173232,0.365606,0.344159,0.421686,0.74041,0.797233
0.172073,0.368677,0.323785,0.424523,0.722958,0.797678
0.170914,0.368341,0.327372,0.426789,0.760979,0.793368
0.169754,0.368004,0.336706,0.423785,0.781515,0.798206
0.168595,0.367668,0.354625,0.419749,0.740183,0.794711
0.167435,0.368744,0.351926,0.41865,0.740364,0.79212
0.166276,0.371434,0.326118,0.416573,0.749572,0.799308
0.165117,0.369809,0.318055,0.414791,0.744004,0.801103
0.163957,0.366563,0.336131,0.420076,0.749345,0.795087
0.162798,0.367101,0.356419,0.424712,0.72204,0.788766
0.161639,0.367639,0.348234,0.426811,0.730397,0.791416
0.160479,0.368177,0.345918,0.430011,0.74405,0.790877
0.15932,0.368715,0.35729,0.420388,0.724304,0.787458
0.15816,0.367982,0.359257,0.412806,0.724758,0.790185
0.157001,0.369327,0.344925,0.421252,0.725211,0.796318
0.155842,0.371529,0.326414,0.422905,0.734581,0.801994
0.154682,0.3701,0.344856,0.414003,0.754142,0.797936
0.153523,0.370279,0.363123,0.404492,0.756239,0.793773
0.152364,0.376298,0.363977,0.400133,0.724966,0.793287
0.151204,0.38179,0.359937,0.406218,0.711897,0.790032
0.150854,0.385062,0.347555,0.421367,0.737155,0.79314
0.151562,0.387791,0.332161,0.430938,0.734116,0.792847
0.152269,0.385185,0.335278,0.434136,0.729138,0.78869
0.152977,0.387169,0.335417,0.434464,0.745807,0.794055
0.153685,0.39228,0.334355,0.434382,0.757668,0.793222
0.154393,0.39497,0.334163,0.438756,0.753042,0.794747
0.155101,0.394443,0.318473,0.444475,0.723843,0.799508
0.155808,0.393457,0.323192,0.452232,0.736203,0.795638
0.156516,0.393283,0.327912,0.457304,0.751522,0.792712
0.157224,0.389837,0.333171,0.460877,0.736923,0.790865
0.157932,0.388077,0.33439,0.464737,0.733436,0.793081
0.158639,0.388245,0.335922,0.463405,0.748642,0.79674
0.159347,0.387119,0.35055,0.458485,0.773146,0.79674
0.160055,0.384513,0.359693,0.454277,0.749969,0.79674
0.160763,0.3843,0.351595,0.455569,0.762589,0.799038
0.161471,0.386822,0.328155,0.46127,0.788556,0.802076
0.162178,0.387872,0.326379,0.468702,0.719171,0.79803
0.162886,0.387242,0.332666,0.468065,0.698851,0.795251
0.163594,0.386612,0.320685,0.469131,0.724058,0.796904
0.164302,0.385981,0.328312,0.474296,0.717425,0.796916
0.165009,0.387018,0.336828,0.467797,0.746828,0.799555
0.167127,0.38996,0.332474,0.46578,0.761455,0.800551
0.171089,0.389646,0.342749,0.471022,0.71213,0.797332
0.17505,0.389299,0.353563,0.469292,0.736225,0.79144
0.179012,0.390419,0.356523,0.459294,0.751522,0.792114
0.182973,0.391619,0.349122,0.448065,0.706188,0.800293
0.186935,0.393722,0.327232,0.449398,0.705746,0.803014
0.190896,0.392657,0.340137,0.454662,0.708047,0.797033
0.194858,0.391592,0.342662,0.45778,0.70409,0.799156
0.198819,0.388083,0.318334,0.454775,0.700518,0.805957
0.202781,0.381778,0.321503,0.453443,0.740172,0.805899
0.206742,0.380083,0.325195,0.44902,0.745433,0.799566
0.208676,0.383656,0.342992,0.438637,0.739151,0.790525
0.207958,0.387228,0.345343,0.428251,0.765413,0.796869
0.20724,0.3908,0.34341,0.423886,0.730567,0.800716
0.206522,0.393059,0.357777,0.418781,0.730159,0.796048
0.205805,0.393815,0.339579,0.418557,0.743948,0.801114
0.205087,0.392963,0.327529,0.417081,0.734003,0.803671
0.204369,0.386508,0.347346,0.414228,0.719205,0.796283
0.203651,0.381554,0.342157,0.42319,0.711597,0.795544
0.202933,0.383235,0.337716,0.420107,0.734888,0.795755
0.202216,0.387113,0.345309,0.419169,0.752486,0.792636
0.201498,0.39052,0.325543,0.416775,0.753371,0.801372
0.20078,0.39052,0.337228,0.413952,0.718763,0.801501
0.200062,0.392168,0.35978,0.422673,0.732185,0.791217
0.199344,0.390442,0.357481,0.419563,0.718181,0.790689
0.198626,0.385376,0.351038,0.418896,0.704177,0.790161
0.197909,0.383359,0.337594,0.420126,0.716869,0.797104
0.197191,0.381341,0.315304,0.418076,0.735624,0.806508
0.196473,0.381939,0.320215,0.410554,0.72644,0.799695
0.195755,0.385525,0.351351,0.401122,0.741544,0.790325
0.195037,0.389112,0.34355,0.392043,0.757419,0.796881
0.194319,0.391338,0.323332,0.384007,0.729275,0.804808
0.193602,0.392011,0.341791,0.379992,0.733697,0.798699
0.192884,0.394252,0.361156,0.382428,0.744764,0.792026
0.192166,0.400327,0.342644,0.392093,0.728764,0.795415
0.190693,0.404653,0.340694,0.396828,0.744242,0.793234
0.188233,0.404317,0.363245,0.396159,0.736384,0.786186
0.185773,0.405236,0.340572,0.394153,0.741782,0.792823
0.183313,0.405314,0.338204,0.394675,0.731055,0.794137
0.180854,0.405303,0.347747,0.39693,0.711506,0.791944
0.178394,0.406723,0.347033,0.403739,0.748086,0.793164
0.175934,0.406498,0.362479,0.409007,0.73482,0.785658
0.173474,0.406274,0.340102,0.412678,0.748699,0.79124
0.171014,0.401604,0.340241,0.413643,0.767533,0.794008
0.168554,0.396404,0.358265,0.416988,0.738879,0.790044
0.166094,0.396404,0.35412,0.420301,0.759732,0.790396
0.163634,0.396404,0.353981,0.416283,0.745274,0.79243
0.161174,0.398719,0.348234,0.41042,0.707798,0.796388
0.160912,0.403678,0.335748,0.408226,0.709329,0.798581
0.163522,0.40593,0.343741,0.406703,0.725703,0.794242
0.166132,0.403286,0.358248,0.412197,0.731815,0.794102
0.168743,0.398578,0.357307,0.418847,0.728243,0.793574
0.171353,0.396492,0.348687,0.413533,0.739877,0.78703
0.173963,0.397399,0.334181,0.408537,0.71899,0.79375
0.176573,0.398307,0.331638,0.412563,0.734343,0.799993
0.179184,0.399215,0.333328,0.415067,0.731939,0.798292
0.181794,0.400123,0.34254,0.409674,0.693737,0.796592
0.184404,0.399352,0.339301,0.413566,0.70841,0.797628
0.187015,0.39878,0.324446,0.421085,0.722482,0.80179
0.189625,0.400629,0.314172,0.418281,0.744322,0.805954
0.192235,0.400779,0.333467,0.413252,0.737518,0.797913
0.194845,0.398986,0.351491,0.414553,0.746283,0.789305
0.197456,0.397192,0.347764,0.413495,0.742247,0.789669
0.200066,0.392784,0.352832,0.405383,0.728657,0.786667
0.202676,0.387505,0.355444,0.400392,0.756296,0.788074
0.205287,0.387707,0.342261,0.399745,0.753575,0.791862
0.207897,0.387542,0.339336,0.393986,0.730204,0.792952
0.210507,0.382961,0.347938,0.389966,0.706936,0.792325
0.213117,0.37838,0.331186,0.389528,0.715758,0.79681
0.215728,0.373799,0.326153,0.38234,0.720101,0.799736
0.218874,0.373395,0.32274,0.378875,0.713524,0.80088
0.222721,0.374393,0.322026,0.371853,0.748608,0.802023
0.226568,0.376085,0.323724,0.362623,0.745807,0.803166
0.230416,0.37929,0.322287,0.35986,0.759358,0.805828
0.234263,0.378282,0.341634,0.355457,0.729036,0.802346
0.23811,0.37943,0.345361,0.355146,0.720339,0.801841
0.231288,0.383045,0.323959,0.350939,0.72585,0.804568
0.210513,0.383011,0.339527,0.356567,0.71357,0.795333
0.189738,0.381371,0.356645,0.362727,0.747644,0.787781
0.168963,0.38266,0.339109,0.359398,0.729672,0.791182
0.157859,0.383949,0.341094,0.360418,0.764959,0.792178
0.159402,0.384061,0.34597,0.37067,0.746567,0.791193
0.160944,0.382828,0.327441,0.370601,0.724693,0.794383
0.162487,0.381595,0.326553,0.369689,0.747485,0.794969
0.16403,0.3778,0.323436,0.373176,0.729921,0.801771
0.165572,0.375037,0.346232,0.366417,0.750978,0.797725
0.167115,0.376802,0.365004,0.364632,0.748347,0.789763
0.168658,0.381823,0.350132,0.368251,0.747304,0.792342
0.1702,0.386329,0.331952,0.360344,0.730647,0.799038
0.171743,0.392112,0.328173,0.358666,0.71044,0.806333
0.158418,0.398534,0.339039,0.37237,0.734321,0.800059
0.125651,0.40036,0.336305,0.385511,0.732574,0.792835
0.106892,0.402372,0.33526,0.387358,0.772659,0.798722
0.10645,0.401111,0.355479,0.389676,0.762737,0.788508
0.106008,0.399851,0.341721,0.40385,0.732608,0.786983
0.105567,0.39859,0.338482,0.413654,0.74202,0.790971
0.105125,0.398113,0.355418,0.410956,0.749833,0.787552
0.104683,0.398534,0.355287,0.414886,0.729808,0.787464
0.104241,0.400955,0.34449,0.426811,0.718446,0.788936
0.1038,0.403726,0.333328,0.429446,0.750303,0.79219
0.103358,0.404287,0.343114,0.425379,0.735761,0.793023
0.102916,0.404847,0.353598,0.429558,0.709669,0.791088
0.102475,0.402204,0.337612,0.43643,0.74769,0.795966
0.102033,0.3959,0.339475,0.433212,0.816995,0.797139
0.101591,0.394774,0.356994,0.434308,0.753926,0.790144
0.101149,0.399565,0.354347,0.4389,0.729445,0.788825
0.100708,0.401139,0.351752,0.437068,0.756443,0.793046
0.100266,0.399038,0.347172,0.43442,0.720611,0.795392
0.099824,0.396937,0.354434,0.44447,0.744242,0.790736
0.099382,0.394835,0.355304,0.452054,0.749651,0.788801
0.098941,0.395728,0.356349,0.455957,0.749107,0.786866
0.098499,0.400043,0.350237,0.461095,0.746794,0.785998
0.098057,0.404358,0.344577,0.463752,0.734752,0.784462
0.097615,0.403756,0.351195,0.471815,0.747236,0.78635
0.097174,0.403459,0.352257,0.471511,0.760242,0.788625
0.096732,0.409932,0.351682,0.468037,0.773384,0.786925
0.09629,0.41511,0.342313,0.468313,0.725929,0.79565
0.095848,0.418808,0.338029,0.471856,0.70734,0.8001
0.092298,0.425801,0.343968,0.487112,0.721742,0.790337
0.084684,0.43358,0.334599,0.506793,0.736142,0.789317
0.077069,0.495143,0.389837,0.526712,0.761603,0.7854
0.069455,0.609986,0.503065,0.564203,0.756523,0.762486
0.06184,0.717062,0.589266,0.614596,0.702094,0.749634
0.054225,0.77087,0.648527,0.663855,0.698069,0.758288
0.046611,0.753162,0.668222,0.690014,0.737518,0.774471
0.038996,0.732316,0.685811,0.693958,0.745263,0.779513
0.050393,0.714843,0.737566,0.677054,0.744753,0.773533
0.08665,0.703292,0.793031,0.657662,0.740206,0.779379
0.218641,0.694102,0.834198,0.624963,0.741861,0.792307
0.432248,0.684912,0.85156,0.559261,0.760253,0.802979
0.515002,0.684404,0.838447,0.514162,0.727948,0.808526
0.501152,0.688405,0.858004,0.486789,0.677942,0.801067
0.487302,0.68975,0.86119,0.469084,0.688521,0.798405
0.473453,0.690867,0.850794,0.456553,0.74583,0.802017
0.459603,0.687112,0.861016,0.440766,0.77106,0.800328
0.453755,0.683358,0.850132,0.423384,0.763111,0.798018
0.458371,0.681493,0.850794,0.405293,0.742496,0.789739
0.462988,0.681787,0.858265,0.388708,0.686435,0.79246
0.457334,0.682081,0.847311,0.373201,0.704918,0.799496
0.438248,0.682375,0.851142,0.358617,0.753597,0.804151
0.419162,0.679492,0.865196,0.355211,0.76446,0.798124
0.400076,0.672978,0.854138,0.346186,0.768055,0.793257
0.397897,0.666464,0.834442,0.32381,0.707231,0.800117
0.417828,0.659949,0.846249,0.304591,0.677216,0.803037
0.427375,0.607834,0.791812,0.286217,0.710259,0.804368
0.423344,0.553618,0.715676,0.270085,0.74439,0.80903
0.419313,0.55656,0.715189,0.250786,0.774632,0.802486
0.415281,0.556638,0.701536,0.237741,0.778861,0.799555
0.41125,0.555954,0.676721,0.232516,0.746533,0.804386
0.39383,0.559866,0.692376,0.219946,0.698715,0.796646
0.358901,0.56575,0.694413,0.215062,0.70756,0.797608
0.323973,0.567837,0.667491,0.213876,0.720044,0.803999
0.289044,0.565584,0.677974,0.205572,0.729054,0.79776
0.254115,0.563331,0.690722,0.208786,0.752441,0.789223
0.231224,0.561078,0.694048,0.213149,0.767295,0.78995
0.224074,0.558826,0.682937,0.208057,0.732234,0.795661
0.216924,0.561508,0.681997,0.210353,0.687149,0.798042
0.209773,0.569829,0.688876,0.21742,0.718706,0.798792
0.202623,0.578151,0.668344,0.21616,0.767817,0.805828
0.195473,0.586472,0.680743,0.20889,0.782104,0.802521
0.188323,0.59295,0.69922,0.20915,0.729955,0.792073
0.181173,0.597321,0.690217,0.209494,0.697536,0.791692
0.174023,0.598103,0.675658,0.207693,0.729297,0.796705
0.166872,0.594783,0.676581,0.209262,0.755593,0.799091
0.163363,0.591463,0.678114,0.209554,0.792956,0.798476
0.164615,0.588142,0.680047,0.217142,0.793194,0.794371
0.165867,0.587862,0.693177,0.215693,0.746317,0.78628
0.167119,0.591056,0.697304,0.20853,0.702009,0.785248
0.168371,0.59327,0.696556,0.208259,0.710088,0.788508
0.169622,0.594363,0.695667,0.21577,0.7217,0.790243
0.170874,0.599574,0.690182,0.214173,0.757986,0.795169
0.172126,0.603805,0.670173,0.219268,0.767454,0.796537
0.173378,0.601535,0.670347,0.225847,0.733527,0.79384
0.17463,0.597893,0.687796,0.221452,0.732189,0.791143
0.175882,0.595558,0.687274,0.214624,0.757555,0.799144
0.177134,0.596511,0.677713,0.203238,0.773747,0.803202
0.178385,0.597463,0.687169,0.195266,0.752872,0.794606
0.179637,0.599776,0.688702,0.200724,0.754618,0.790291
0.180889,0.599798,0.681335,0.204897,0.775244,0.788891
0.182141,0.60037,0.680656,0.201839,0.745354,0.793933
0.183393,0.604668,0.674213,0.201164,0.718457,0.798976
0.166146,0.606769,0.663747,0.207095,0.725765,0.797561
0.124709,0.606086,0.661944,0.217306,0.740648,0.795005
0.103102,0.60473,0.681666,0.222723,0.742817,0.79219
0.107426,0.602791,0.676094,0.23488,0.730458,0.794559
0.11175,0.599679,0.666725,0.235629,0.718098,0.799367
0.116073,0.599735,0.681179,0.233273,0.719324,0.796799
0.120397,0.599791,0.692864,0.233863,0.736078,0.797127
0.13433,0.604841,0.692759,0.226101,0.781844,0.795638
0.160829,0.611305,0.688806,0.22108,0.781787,0.795251
0.187328,0.612861,0.693943,0.217489,0.734094,0.791317
0.185119,0.614416,0.686507,0.212952,0.758847,0.789118
0.145371,0.615971,0.68851,0.227465,0.748812,0.784087
0.122612,0.614995,0.700578,0.248879,0.704453,0.780745
0.122067,0.611129,0.70077,0.258715,0.731259,0.786233
0.121523,0.608962,0.680708,0.265422,0.751091,0.793492
0.120979,0.608738,0.669528,0.273537,0.743993,0.79572
0.120435,0.608514,0.679246,0.279536,0.759301,0.797702
0.11989,0.609571,0.67693,0.284866,0.752225,0.79905
0.121212,0.60715,0.686142,0.277738,0.726077,0.795708
0.124973,0.603317,0.695929,0.275068,0.707367,0.793023
0.128733,0.601031,0.698192,0.276615,0.734457,0.791088
0.132494,0.600706,0.702006,0.270542,0.737053,0.791369
0.136255,0.602768,0.702807,0.260229,0.701567,0.791393
0.140016,0.605178,0.686159,0.263506,0.722913,0.794137
0.143777,0.610042,0.66676,0.267549,0.722868,0.798382
0.147538,0.61105,0.67888,0.268858,0.721553,0.79416
0.151299,0.612059,0.698941,0.273335,0.728866,0.792747
0.15506,0.613539,0.689207,0.274182,0.715769,0.79776
0.15882,0.615556,0.681422,0.287553,0.721405,0.795509
0.162581,0.613729,0.697618,0.29104,0.756942,0.788567
0.166342,0.610176,0.694309,0.284333,0.745751,0.792401
0.170103,0.607005,0.678967,0.284117,0.703597,0.801865
0.173864,0.603609,0.672088,0.287205,0.69977,0.811047
0.18033,0.60046,0.685759,0.272728,0.736702,0.807458
0.190332,0.598394,0.695267,0.261662,0.778226,0.794172
0.200335,0.601463,0.678061,0.259226,0.763746,0.798781
0.210338,0.604531,0.655736,0.250874,0.730579,0.807517
0.22034,0.607599,0.671827,0.246102,0.707084,0.803248
0.230343,0.608097,0.687204,0.243421,0.716926,0.798851
0.214981,0.60566,0.686577,0.239048,0.744447,0.797221
0.186751,0.6013,0.688562,0.243344,0.744231,0.796377
0.185068,0.594744,0.677121,0.249543,0.719478,0.802005
0.183386,0.593247,0.681649,0.247154,0.755128,0.795896
0.181703,0.597534,0.684609,0.248901,0.746306,0.787808
0.18002,0.604685,0.669999,0.246416,0.729173,0.792792
0.178337,0.609145,0.659707,0.244648,0.757498,0.797776
0.176655,0.606792,0.656015,0.252883,0.724932,0.801994
0.174972,0.602634,0.684087,0.249294,0.730601,0.799426
0.173289,0.604494,0.689538,0.250659,0.73914,0.796013
0.171606,0.610412,0.677835,0.259535,0.732892,0.795169
0.169924,0.614726,0.695093,0.255086,0.726088,0.794629
0.168241,0.620128,0.703364,0.2501,0.693941,0.791944
0.166558,0.621137,0.676912,0.252609,0.695761,0.794113
0.164875,0.619086,0.67686,0.255837,0.753507,0.792284
0.163193,0.616755,0.706882,0.261451,0.749935,0.783254
0.16151,0.6181,0.699359,0.25769,0.709227,0.789258
0.159827,0.619445,0.680012,0.264917,0.697275,0.797244
0.158144,0.62079,0.674492,0.265081,0.703977,0.799402
0.1575,0.62339,0.696973,0.258223,0.725192,0.791346
